"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g263",526.971097434115,0.091414220071414,0.651309136372,0.140354579671061,0.888379842714907,0.934730095378294
"g264",46.6894157024278,1.68988367019253,0.736978614808489,2.29298874653461,0.0218486528477311,0.0815952776103539
"g265",438.603821373893,1.8915887952977,0.656426265326596,2.88164702604726,0.0039560262277241,0.0235415986994073
"g266",1102.85242346436,-0.508348869459436,0.648179583042471,-0.784271647485889,0.432880732206498,0.604368099195996
"g267",297.975842335679,-0.35621124487751,0.656038978735765,-0.542972683671869,0.58714861031808,0.732422493283378
"g268",232.452090505497,-0.183929405218467,0.658953088099131,-0.279123671381592,0.78014991763864,0.872964025848692
"g269",3.32659422020799,5.10339667790114,2.20822665240791,2.31108372518566,0.0208282307501817,0.078429956040622
"g270",87.1477544728137,0.486325724511615,0.682561420518861,0.712501043703768,0.476154565375244,0.643500026921867
"g271",1540.79256085515,-0.343545096932734,0.647302524104616,-0.530733442462539,0.595603508005502,0.739412015752384
"g272",1432.30180991645,-0.224399726070468,0.647448484152692,-0.346590858675246,0.728898714439764,0.835196443628896
"g273",38.4911669827037,0.689884227490659,0.72954446205881,0.945636987694721,0.344333771920134,0.520804830029203
"g274",685.157418416696,-0.0034911169550171,0.649889550986471,-0.00537186195672467,0.995713894895927,0.997362427834496
"g275",1415.62886714537,-0.422250083503694,0.647502147623778,-0.652121518134387,0.514322783638917,0.670053682790865
"g276",483.075909091686,0.820418647057307,0.652494883457195,1.25735644501974,0.208624593301127,0.381322897121395
"g277",2652.007014046,0.733868179819416,0.646506075417333,1.13512959541129,0.256321022951995,0.43236306380843
"g278",875.231477820326,-1.72819500227718,0.650212555242061,-2.65789238971833,0.00786309956251961,0.040088555353857
"g279",4.8539490870594,1.85338010620108,1.31038919676855,1.41437376832132,0.157252187873912,0.319611109732532
"g280",2317.8213130944,1.01129953000009,0.646789329380991,1.56356866766486,0.11791889784092,0.266663527671979
"g281",1600.97560518926,0.973284503727988,0.647481676652828,1.50318462872865,0.132791440205449,0.285226584583301
"g282",714.929909900292,2.53483181449906,0.654448206347918,3.87323517722577,0.000107400098515122,0.00147675135458292
"g283",1083.55882254879,0.15950891637591,0.648184103462861,0.246085819636349,0.80561579989947,0.889411603903612
"g284",16921.4176656978,1.93588504722235,0.645491578259289,2.99908645197648,0.00270790458105293,0.0183389806515339
"g285",152.355627269361,1.62249880684668,0.673935493568434,2.40749867358326,0.016062220552737,0.0650735051411106
"g286",115.773954991849,-0.978888544383841,0.675212408162429,-1.44974904570824,0.147128513350758,0.306588119094862
"g287",0,NA,NA,NA,NA,NA
